Lat,Lon,Population
-26.1001389,27.943194399999996,3.2785
-26.1001389,27.945416700000003,4.70185
-26.1001389,27.94625,4.70185
-26.1001389,27.9465278,4.70185
-26.1001389,27.9470833,4.70185
-26.1001389,27.947361100000002,4.70185
-26.1001389,27.947638899999998,4.70185
-26.1001389,27.9479167,4.70185
-26.1001389,27.9484722,4.70185
-26.1001389,27.94875,4.70185
-26.1001389,27.949305600000002,4.21319
-26.1001389,27.949583299999997,4.21319
-26.1001389,27.950694399999996,4.21319
-26.1001389,27.95125,2.45225
-26.1001389,27.951527799999997,2.45225
-26.1001389,27.951805600000004,2.45225
-26.1001389,27.952083299999998,2.45225
-26.1001389,27.952361100000005,2.45225
-26.1001389,27.952916700000003,2.45225
-26.1001389,27.953194399999997,2.45225
-26.1001389,27.9534722,2.45225
-26.1001389,27.95375,2.45225
-26.1001389,27.9540278,2.45225
-26.1001389,27.954305600000005,2.45225
-26.1001389,27.955138899999998,2.45225
-26.1001389,27.9554167,2.45225
-26.1001389,27.955694399999995,2.45225
-26.1001389,27.956805600000003,2.45225
-26.1001389,27.957083299999997,2.45225
-26.1001389,27.957638899999996,2.45225
-26.1001389,27.957916700000002,2.45225
-26.1001389,27.9584722,2.45225
-26.1001389,27.9595833,2.45225
-26.1001389,27.959861100000005,2.45225
-26.1001389,27.960416700000003,2.45225
-26.1001389,27.9615278,3.9811900000000002
-26.1001389,27.961805600000005,3.9811900000000002
-26.1001389,27.9620833,3.9811900000000002
-26.1001389,27.964861100000004,5.076230000000001
-26.1001389,27.965416700000002,3.82341
-26.1001389,27.965694399999997,3.82341
-26.1001389,27.967638899999997,5.04999
-26.1001389,27.9679167,5.04999
-26.1001389,27.9684722,5.04999
-26.1001389,27.96875,5.04999
-26.1001389,27.9690278,5.04999
-26.1001389,27.969305600000006,5.04999
-26.1001389,27.9695833,5.04999
-26.1001389,27.9704167,5.04999
-26.1001389,27.970694399999996,5.04999
-26.1001389,27.97125,5.04999
-26.1001389,27.972083299999998,5.04999
-26.1001389,27.972361100000004,5.04999
-26.1001389,27.972638899999996,5.04999
-26.1001389,27.974027799999998,5.04999
-26.1001389,27.9745833,2.0785
-26.1001389,27.974861100000002,2.0785
-26.1001389,27.97625,4.90751
-26.1001389,27.9765278,4.90751
-26.1001389,27.976805600000006,4.90751
-26.1001389,27.977638899999995,4.90751
-26.1001389,27.9779167,4.90751
-26.1001389,27.978194399999996,4.90751
-26.1001389,27.978472200000002,4.90751
-26.1001389,27.9790278,4.77251
-26.1001389,27.979305600000004,4.77251
-26.1001389,27.979583299999998,4.77251
-26.1001389,27.979861100000004,4.77251
-26.1001389,27.9809722,3.9214
-26.1001389,27.98125,3.9214
-26.1001389,27.984583299999997,3.9214
-26.1001389,27.985416700000002,3.9214
-26.1001389,27.985694399999996,3.9214
-26.1001389,27.98625,3.9214
-26.1001389,27.9870833,2.99083
-26.1001389,27.987361100000005,2.99083
-26.1001389,27.987916700000003,2.99083
-26.1001389,27.988194399999998,2.99083
-26.1001389,27.9884722,2.99083
-26.1001389,27.9890278,2.99083
-26.1001389,27.989305600000005,2.99083
-26.1001389,27.992083299999997,5.52142
-26.1001389,27.992361100000004,5.52142
-26.1001389,27.992638899999996,5.52142
-26.1001389,27.992916700000002,5.52142
-26.1001389,27.993194399999997,5.52142
-26.1001389,27.99375,5.52142
-26.1001389,27.994027799999998,5.52142
-26.1001389,27.994305600000004,5.52142
-26.1001389,27.9945833,5.52142
-26.1001389,27.9954167,5.52142
-26.1001389,27.995694399999994,5.52142
-26.1001389,27.9959722,5.52142
-26.1001389,27.99625,5.52142
-26.1001389,27.9976389,5.52142
-26.1001389,27.9979167,5.52142
-26.1001389,27.998194399999996,5.52142
-26.1001389,27.9990278,5.52142
-26.1001389,27.999305600000003,5.52142
-26.1001389,27.999583299999998,5.52142
-26.1001389,28.000138899999996,5.52142
-26.1001389,28.000416700000002,5.52142
-26.1001389,28.000694399999997,5.52142
-26.1001389,28.00125,1.7562
-26.1001389,28.001527799999998,1.7562
-26.1001389,28.001805600000004,1.7562
-26.1001389,28.0023611,1.7562
-26.1001389,28.003194399999995,1.7562
-26.1001389,28.00375,1.7562
-26.1001389,28.0040278,3.41026
-26.1001389,28.0045833,3.41026
-26.1001389,28.005138899999995,3.41026
-26.1001389,28.0054167,3.41026
-26.1001389,28.005694399999996,3.41026
-26.1001389,28.006805600000003,3.41026
-26.1001389,28.007083299999998,3.41026
-26.1001389,28.007916700000003,6.6081199999999995
-26.1001389,28.008194399999997,6.6081199999999995
-26.1001389,28.0084722,6.6081199999999995
-26.1001389,28.0090278,6.6081199999999995
-26.1001389,28.009305600000005,6.6081199999999995
-26.1001389,28.0095833,6.6081199999999995
-26.1001389,28.010694399999995,6.6081199999999995
-26.1001389,28.011805600000002,5.51919
-26.1001389,28.012361100000003,5.51919
-26.1001389,28.012638899999995,5.51919
-26.1001389,28.0129167,5.51919
-26.1001389,28.013194399999996,5.51919
-26.1001389,28.014027799999997,5.51919
-26.1001389,28.014305600000004,5.51919
-26.1001389,28.015416700000003,5.51919
-26.1001389,28.0159722,5.51919
-26.1001389,28.016805600000005,5.51919
-26.1001389,28.0170833,5.51919
-26.1001389,28.017638899999998,6.14354
-26.1001389,28.0184722,6.14354
-26.1001389,28.019583299999997,2.9172599999999997
-26.1001389,28.0220833,4.14628
-26.1001389,28.022361100000005,4.14628
-26.1001389,28.0234722,4.14628
-26.1001389,28.02375,4.14628
-26.1001389,28.024305600000005,4.14628
-26.1001389,28.025694399999995,3.08307
-26.1001389,28.025972200000002,3.08307
-26.1001389,28.0265278,3.08307
-26.1001389,28.027083299999997,3.08307
-26.1001389,28.027916700000002,3.08307
-26.1001389,28.0295833,3.08307
-26.1001389,28.030138899999997,3.53007
-26.1001389,28.0379167,5.159
-26.1001389,28.039305600000006,5.159
-26.1001389,28.039583299999997,5.159
-26.1001389,28.039861100000003,5.159
-26.1001389,28.040972200000002,5.159
-26.1001389,28.04125,5.159
-26.1001389,28.0415278,5.159
-26.1001389,28.041805600000004,5.159
-26.1001389,28.042361100000004,5.159
-26.1001389,28.042638899999996,5.159
-26.1001389,28.04375,5.159
-26.1001389,28.0440278,3.93285
-26.1001389,28.044305600000005,3.93285
-26.1001389,28.044861100000002,3.93285
-26.1001389,28.0454167,3.5608699999999995
-26.1001389,28.045694399999995,3.5608699999999995
-26.1001389,28.04625,3.5608699999999995
-26.1001389,28.0465278,3.5608699999999995
-26.1001389,28.047638899999995,3.5608699999999995
-26.1001389,28.05125,17.22928
-26.1001389,28.0540278,1.90923
-26.1001389,28.054305600000003,1.90923
-26.1001389,28.056527799999998,1.90923
-26.1001389,28.0579167,1.90923
-26.1001389,28.0595833,6.18056
-26.1001389,28.0601389,6.18056
-26.1001389,28.060694399999996,6.18056
-26.1001389,28.060972200000002,6.18056
-26.1001389,28.0615278,6.18056
-26.1001389,28.062361100000004,6.18056
-26.1001389,28.062638899999996,6.5782300000000005
-26.1001389,28.063194399999997,6.5782300000000005
-26.1001389,28.0634722,6.5782300000000005
-26.1001389,28.064027799999998,6.5782300000000005
-26.1001389,28.065694399999995,5.86342
-26.1001389,28.067638899999995,10.01522
-26.1001389,28.0679167,10.01522
-26.1001389,28.06875,10.01522
-26.1001389,28.0690278,10.01522
-26.1001389,28.069305600000003,10.01522
-26.1001389,28.070416700000003,6.03744
-26.1001389,28.0709722,6.03744
-26.1001389,28.072361100000002,6.03744
-26.1001389,28.073194399999995,6.4486099999999995
-26.1001389,28.075138899999995,3.50064
-26.1001389,28.078194399999997,3.50064
-26.1001389,28.0815278,0.30668
-26.1001389,28.081805600000003,0.30668
-26.1001389,28.082083299999997,0.30668
-26.1001389,28.082916700000002,0.30668
-26.1001389,28.0834722,0.30668
-26.1001389,28.08375,0.30668
-26.1001389,28.084027799999998,0.30668
-26.1001389,28.085138899999997,0.30668
-26.1001389,28.085416700000003,0.30668
-26.1001389,28.0859722,31.545709999999996
-26.1001389,28.08625,31.545709999999996
-26.1001389,28.0865278,31.545709999999996
-26.1001389,28.086805600000005,31.545709999999996
-26.1001389,28.087638899999998,31.545709999999996
-26.1001389,28.088472200000002,31.545709999999996
-26.1001389,28.0909722,178.78132
-26.1001389,28.091527799999998,129.19728999999998
-26.1001389,28.091805600000004,129.19728999999998
-26.1001389,28.0920833,129.19728999999998
-26.1001389,28.092361100000005,129.19728999999998
-26.1001389,28.0934722,155.50124
-26.1001389,28.0945833,129.38699
-26.1001389,28.095138899999995,129.38699
-26.1001389,28.0954167,129.38699
-26.1001389,28.095694399999996,131.6808
-26.1001389,28.095972200000002,131.6808
-26.1001389,28.096805600000003,146.42829
-26.1001389,28.097083299999998,146.42829
-26.1001389,28.098194399999997,37.68593
-26.1001389,28.0984722,37.68593
-26.1001389,28.09875,37.68593
-26.1001389,28.099027799999998,156.07583
-26.1001389,28.0995833,171.96473999999998
-26.1001389,28.099861100000002,171.96473999999998
-26.1004167,27.900694399999995,7.81169
-26.1004167,27.901805600000003,8.77174
-26.1004167,27.902361100000004,8.77174
-26.1004167,27.902638899999996,8.77174
-26.1004167,27.902916700000002,8.77174
-26.1004167,27.903194399999997,8.77174
-26.1004167,27.9045833,12.36032
-26.1004167,27.904861100000005,5.95416
-26.1004167,27.905138899999997,5.95416
-26.1004167,27.9054167,5.95416
-26.1004167,27.90625,5.95416
-26.1004167,27.9065278,5.95416
-26.1004167,27.9070833,5.95416
-26.1004167,27.907361100000003,5.95416
-26.1004167,27.907638899999995,5.95416
-26.1004167,27.9079167,5.95416
-26.1004167,27.908194399999996,5.95416
-26.1004167,27.9090278,5.95416
-26.1004167,27.909305600000003,5.95416
-26.1004167,27.909583299999998,5.95416
-26.1004167,27.910138899999996,5.95416
-26.1004167,27.9109722,8.21523
-26.1004167,27.91125,8.21523
-26.1004167,27.911527799999998,8.21523
-26.1004167,27.917916700000003,5.76136
-26.1004167,27.918194399999997,5.76136
-26.1004167,27.9184722,5.76136
-26.1004167,27.91875,5.76136
-26.1004167,27.9190278,5.76136
-26.1004167,27.919305600000005,5.76136
-26.1004167,27.9195833,5.76136
-26.1004167,27.919861100000002,5.76136
-26.1004167,27.920138899999998,5.76136
-26.1004167,27.9204167,5.76136
-26.1004167,27.92125,5.76136
-26.1004167,27.921805600000003,7.15675
-26.1004167,27.922361100000003,7.15675
-26.1004167,27.922916700000002,7.15675
-26.1004167,27.924027799999998,7.15675
-26.1004167,27.9245833,7.15675
-26.1004167,27.925416700000003,7.15675
-26.1004167,27.925694399999998,7.15675
-26.1004167,27.927361100000002,5.7828599999999994
-26.1004167,27.927638899999998,5.7828599999999994
-26.1004167,27.9279167,5.7828599999999994
-26.1004167,27.928194399999995,5.7828599999999994
-26.1004167,27.9284722,5.7828599999999994
-26.1004167,27.92875,5.7828599999999994
-26.1004167,27.929305600000003,5.24794
-26.1004167,27.929583299999997,4.57679
-26.1004167,27.929861100000004,4.57679
-26.1004167,27.930416700000002,4.57679
-26.1004167,27.930694399999997,4.57679
-26.1004167,27.93125,4.57679
-26.1004167,27.931527799999998,4.57679
-26.1004167,27.9329167,4.57679
-26.1004167,27.93375,9.63756
-26.1004167,27.934305600000005,9.63756
-26.1004167,27.9351389,9.63756
-26.1004167,27.935694399999996,9.0112
-26.1004167,27.936805600000003,5.5986400000000005
-26.1004167,27.937638899999996,5.5986400000000005
-26.1004167,27.937916700000002,5.5986400000000005
-26.1004167,27.938194399999997,5.5986400000000005
-26.1004167,27.9384722,5.5986400000000005
-26.1004167,27.939027799999998,5.5986400000000005
-26.1004167,27.939305600000004,5.5986400000000005
-26.1004167,27.943194399999996,3.2785
-26.1004167,27.943472200000002,3.2785
-26.1004167,27.94375,3.2785
-26.1004167,27.944583299999998,4.70185
-26.1004167,27.944861100000004,4.70185
-26.1004167,27.945138899999996,4.70185
-26.1004167,27.94625,4.70185
-26.1004167,27.9465278,4.70185
-26.1004167,27.946805600000005,4.70185
-26.1004167,27.9470833,4.70185
-26.1004167,27.947361100000002,4.70185
-26.1004167,27.947638899999998,4.70185
-26.1004167,27.948194399999995,4.70185
-26.1004167,27.9484722,4.70185
-26.1004167,27.949583299999997,4.21319
-26.1004167,27.950138899999995,4.21319
-26.1004167,27.9504167,4.21319
-26.1004167,27.950972200000002,2.45225
-26.1004167,27.952361100000005,2.45225
-26.1004167,27.952916700000003,2.45225
-26.1004167,27.953194399999997,2.45225
-26.1004167,27.9534722,2.45225
-26.1004167,27.9540278,2.45225
-26.1004167,27.954305600000005,2.45225
-26.1004167,27.957083299999997,2.45225
-26.1004167,27.957361100000004,2.45225
-26.1004167,27.957638899999996,2.45225
-26.1004167,27.95875,2.45225
-26.1004167,27.959027799999998,2.45225
-26.1004167,27.959305600000004,2.45225
-26.1004167,27.9595833,5.09566
-26.1004167,27.960138899999997,2.45225
-26.1004167,27.960416700000003,2.45225
-26.1004167,27.9615278,3.9811900000000002
-26.1004167,27.961805600000005,3.9811900000000002
-26.1004167,27.964583299999997,5.076230000000001
-26.1004167,27.967638899999997,5.04999
-26.1004167,27.9679167,5.04999
-26.1004167,27.9690278,5.04999
-26.1004167,27.969305600000006,5.04999
-26.1004167,27.9695833,5.04999
-26.1004167,27.969861100000003,5.04999
-26.1004167,27.970694399999996,5.04999
-26.1004167,27.970972200000002,5.04999
-26.1004167,27.97125,5.04999
-26.1004167,27.9715278,5.04999
-26.1004167,27.971805600000003,5.04999
-26.1004167,27.972361100000004,5.04999
-26.1004167,27.972638899999996,5.04999
-26.1004167,27.9745833,2.0785
-26.1004167,27.974861100000002,2.0785
-26.1004167,27.975694399999995,4.90751
-26.1004167,27.9759722,4.90751
-26.1004167,27.97625,4.90751
-26.1004167,27.9765278,4.90751
-26.1004167,27.977361100000003,4.90751
-26.1004167,27.9779167,4.90751
-26.1004167,27.978194399999996,4.90751
-26.1004167,27.978472200000002,4.90751
-26.1004167,27.9790278,4.77251
-26.1004167,27.980138899999996,4.77251
-26.1004167,27.9809722,3.9214
-26.1004167,27.9840278,3.9214
-26.1004167,27.984305600000003,3.9214
-26.1004167,27.985416700000002,3.9214
-26.1004167,27.985972200000003,3.9214
-26.1004167,27.987361100000005,2.99083
-26.1004167,27.988194399999998,2.99083
-26.1004167,27.989305600000005,2.99083
-26.1004167,27.992083299999997,5.52142
-26.1004167,27.992361100000004,5.52142
-26.1004167,27.992638899999996,5.52142
-26.1004167,27.992916700000002,5.52142
-26.1004167,27.993194399999997,5.52142
-26.1004167,27.994027799999998,5.52142
-26.1004167,27.9945833,5.52142
-26.1004167,27.994861100000005,5.52142
-26.1004167,27.995138899999997,5.52142
-26.1004167,27.9954167,5.52142
-26.1004167,27.995694399999994,5.52142
-26.1004167,27.9965278,5.52142
-26.1004167,27.997361100000003,5.52142
-26.1004167,27.9979167,5.52142
-26.1004167,27.998194399999996,5.52142
-26.1004167,27.99875,5.52142
-26.1004167,27.9990278,5.52142
-26.1004167,28.000138899999996,5.52142
-26.1004167,28.000416700000002,5.52142
-26.1004167,28.0009722,1.7562
-26.1004167,28.001527799999998,1.7562
-26.1004167,28.0020833,1.7562
-26.1004167,28.0029167,1.7562
-26.1004167,28.00375,3.41026
-26.1004167,28.0040278,3.41026
-26.1004167,28.004305600000006,3.41026
-26.1004167,28.0045833,3.41026
-26.1004167,28.004861100000003,3.41026
-26.1004167,28.005138899999995,3.41026
-26.1004167,28.005694399999996,3.41026
-26.1004167,28.007083299999998,4.18843
-26.1004167,28.008194399999997,6.6081199999999995
-26.1004167,28.00875,6.6081199999999995
-26.1004167,28.0090278,6.6081199999999995
-26.1004167,28.0104167,6.6081199999999995
-26.1004167,28.010694399999995,6.6081199999999995
-26.1004167,28.0109722,6.6081199999999995
-26.1004167,28.012083299999997,5.51919
-26.1004167,28.012638899999995,5.51919
-26.1004167,28.0129167,5.51919
-26.1004167,28.01375,5.51919
-26.1004167,28.014583299999998,5.51919
-26.1004167,28.016805600000005,5.51919
-26.1004167,28.017361100000002,6.14354
-26.1004167,28.017638899999998,6.14354
-26.1004167,28.0179167,6.14354
-26.1004167,28.0184722,6.14354
-26.1004167,28.022361100000005,4.14628
-26.1004167,28.022916700000003,4.14628
-26.1004167,28.0240278,4.14628
-26.1004167,28.0245833,4.14628
-26.1004167,28.024861100000003,4.14628
-26.1004167,28.0254167,3.08307
-26.1004167,28.02625,3.08307
-26.1004167,28.026805600000003,3.08307
-26.1004167,28.027083299999997,3.08307
-26.1004167,28.02875,3.08307
-26.1004167,28.029305600000004,3.08307
-26.1004167,28.0295833,3.08307
-26.1004167,28.03125,3.53007
-26.1004167,28.0315278,3.53007
-26.1004167,28.0379167,5.159
-26.1004167,28.038194399999995,5.159
-26.1004167,28.03875,5.159
-26.1004167,28.0390278,5.159
-26.1004167,28.039305600000006,5.159
-26.1004167,28.040138899999995,5.159
-26.1004167,28.0404167,5.159
-26.1004167,28.041805600000004,5.159
-26.1004167,28.042083299999998,5.159
-26.1004167,28.042361100000004,5.159
-26.1004167,28.042916700000003,5.159
-26.1004167,28.043194399999997,5.159
-26.1004167,28.0434722,5.159
-26.1004167,28.04375,5.159
-26.1004167,28.0445833,3.93285
-26.1004167,28.044861100000002,3.5608699999999995
-26.1004167,28.045694399999995,3.5608699999999995
-26.1004167,28.047083299999997,3.5608699999999995
-26.1004167,28.047361100000003,3.5608699999999995
-26.1004167,28.047638899999995,3.5608699999999995
-26.1004167,28.048194399999996,3.5608699999999995
-26.1004167,28.04875,3.5608699999999995
-26.1004167,28.052361100000002,1.90923
-26.1004167,28.0534722,1.90923
-26.1004167,28.05375,1.90923
-26.1004167,28.055138899999996,1.90923
-26.1004167,28.056805600000004,1.90923
-26.1004167,28.0570833,1.90923
-26.1004167,28.058194399999994,1.90923
-26.1004167,28.059305600000005,6.18056
-26.1004167,28.0595833,6.18056
-26.1004167,28.059861100000003,6.18056
-26.1004167,28.0604167,6.18056
-26.1004167,28.060694399999996,6.18056
-26.1004167,28.060972200000002,6.18056
-26.1004167,28.062083299999998,6.18056
-26.1004167,28.0634722,6.5782300000000005
-26.1004167,28.065694399999995,5.86342
-26.1004167,28.0659722,5.86342
-26.1004167,28.067638899999995,10.01522
-26.1004167,28.0679167,10.01522
-26.1004167,28.06875,10.01522
-26.1004167,28.0690278,10.01522
-26.1004167,28.069583299999998,6.03744
-26.1004167,28.070138899999996,6.03744
-26.1004167,28.070416700000003,6.03744
-26.1004167,28.070694399999997,6.03744
-26.1004167,28.07125,6.03744
-26.1004167,28.071805600000005,6.03744
-26.1004167,28.0720833,6.03744
-26.1004167,28.072361100000002,6.03744
-26.1004167,28.074305600000002,3.50064
-26.1004167,28.074861100000003,3.50064
-26.1004167,28.075138899999995,3.50064
-26.1004167,28.0784722,3.50064
-26.1004167,28.0790278,3.50064
-26.1004167,28.079305600000005,3.50064
-26.1004167,28.0809722,0.30668
-26.1004167,28.082083299999997,0.30668
-26.1004167,28.082638899999996,0.30668
-26.1004167,28.082916700000002,0.30668
-26.1004167,28.084305600000004,0.30668
-26.1004167,28.085138899999997,0.30668
-26.1004167,28.0859722,31.545709999999996
-26.1004167,28.0865278,31.545709999999996
-26.1004167,28.0870833,31.545709999999996
-26.1004167,28.0879167,31.545709999999996
-26.1004167,28.09125,178.78132
-26.1004167,28.091527799999998,129.19728999999998
-26.1004167,28.091805600000004,129.19728999999998
-26.1004167,28.092361100000005,129.19728999999998
-26.1004167,28.0929167,155.50124
-26.1004167,28.093194399999994,155.50124
-26.1004167,28.0934722,155.50124
-26.1004167,28.0940278,179.36675
-26.1004167,28.094305600000006,179.36675
-26.1004167,28.0954167,129.38699
-26.1004167,28.095972200000002,131.6808
-26.1004167,28.097083299999998,146.42829
-26.1004167,28.097361100000004,146.42829
-26.1004167,28.097638899999996,146.42829
-26.1004167,28.098194399999997,37.68593
-26.1004167,28.0984722,104.65817
-26.1004167,28.09875,104.65817
-26.1006944,27.900138899999998,7.81169
-26.1006944,27.9004167,7.81169
-26.1006944,27.900694399999995,7.81169
-26.1006944,27.90125,7.81169
-26.1006944,27.9015278,7.81169
-26.1006944,27.902083299999997,8.77174
-26.1006944,27.9034722,12.36032
-26.1006944,27.904305600000004,12.36032
-26.1006944,27.9045833,12.36032
-26.1006944,27.904861100000005,12.36032
-26.1006944,27.9054167,5.95416
-26.1006944,27.9059722,5.95416
-26.1006944,27.90625,5.95416
-26.1006944,27.906805600000006,5.95416
-26.1006944,27.9070833,5.95416
-26.1006944,27.9079167,5.95416
-26.1006944,27.908194399999996,5.95416
-26.1006944,27.908472200000002,5.95416
-26.1006944,27.9090278,5.95416
-26.1006944,27.909305600000003,5.95416
-26.1006944,27.909583299999998,5.95416
-26.1006944,27.910138899999996,5.95416
-26.1006944,27.910416700000003,5.95416
-26.1006944,27.91125,8.21523
-26.1006944,27.911527799999998,8.21523
-26.1006944,27.911805600000005,8.21523
-26.1006944,27.918194399999997,5.76136
-26.1006944,27.9184722,5.76136
-26.1006944,27.91875,5.76136
-26.1006944,27.9190278,5.76136
-26.1006944,27.919305600000005,5.76136
-26.1006944,27.919861100000002,5.76136
-26.1006944,27.920138899999998,5.76136
-26.1006944,27.9204167,5.76136
-26.1006944,27.92125,5.76136
-26.1006944,27.9215278,5.76136
-26.1006944,27.921805600000003,7.15675
-26.1006944,27.922638899999995,7.15675
-26.1006944,27.922916700000002,7.15675
-26.1006944,27.923194399999996,7.15675
-26.1006944,27.924305600000004,7.15675
-26.1006944,27.924861100000005,7.15675
-26.1006944,27.925138899999997,7.15675
-26.1006944,27.925416700000003,7.15675
-26.1006944,27.927638899999998,5.7828599999999994
-26.1006944,27.929305600000003,4.57679
-26.1006944,27.929583299999997,4.57679
-26.1006944,27.930138899999996,4.57679
-26.1006944,27.9309722,4.57679
-26.1006944,27.93125,4.57679
-26.1006944,27.931527799999998,4.57679
-26.1006944,27.932361100000005,4.57679
-26.1006944,27.93375,9.63756
-26.1006944,27.9345833,9.63756
-26.1006944,27.934861100000003,9.63756
-26.1006944,27.93625,5.5986400000000005
-26.1006944,27.937638899999996,5.5986400000000005
-26.1006944,27.937916700000002,5.5986400000000005
-26.1006944,27.9384722,5.5986400000000005
-26.1006944,27.93875,5.5986400000000005
-26.1006944,27.939027799999998,5.5986400000000005
-26.1006944,27.939305600000004,5.5986400000000005
-26.1006944,27.9404167,3.2785
-26.1006944,27.9429167,3.2785
-26.1006944,27.94375,3.2785
-26.1006944,27.945138899999996,4.70185
-26.1006944,27.945416700000003,4.70185
-26.1006944,27.94625,4.70185
-26.1006944,27.946805600000005,4.70185
-26.1006944,27.9470833,4.70185
-26.1006944,27.947361100000002,4.70185
-26.1006944,27.947638899999998,4.70185
-26.1006944,27.9479167,4.70185
-26.1006944,27.9484722,4.70185
-26.1006944,27.94875,4.70185
-26.1006944,27.9490278,4.70185
-26.1006944,27.949305600000002,4.70185
-26.1006944,27.950138899999995,4.21319
-26.1006944,27.951527799999997,2.45225
-26.1006944,27.952361100000005,5.09566
-26.1006944,27.9534722,5.09566
-26.1006944,27.955138899999998,5.09566
-26.1006944,27.9554167,5.09566
-26.1006944,27.955694399999995,5.09566
-26.1006944,27.9559722,5.09566
-26.1006944,27.9565278,5.09566
-26.1006944,27.956805600000003,5.09566
-26.1006944,27.957083299999997,5.09566
-26.1006944,27.957638899999996,5.09566
-26.1006944,27.957916700000002,5.09566
-26.1006944,27.958194399999996,5.09566
-26.1006944,27.95875,5.09566
-26.1006944,27.959027799999998,5.09566
-26.1006944,27.959305600000004,5.09566
-26.1006944,27.9595833,5.09566
-26.1006944,27.959861100000005,5.09566
-26.1006944,27.9609722,3.9811900000000002
-26.1006944,27.96125,3.9811900000000002
-26.1006944,27.964305600000003,5.076230000000001
-26.1006944,27.966527799999998,3.82341
-26.1006944,27.966805600000004,3.82341
-26.1006944,27.967638899999997,5.04999
-26.1006944,27.9684722,5.04999
-26.1006944,27.9695833,5.04999
-26.1006944,27.970138899999995,5.04999
-26.1006944,27.970972200000002,5.04999
-26.1006944,27.971805600000003,5.04999
-26.1006944,27.972083299999998,5.04999
-26.1006944,27.972361100000004,5.04999
-26.1006944,27.972638899999996,5.04999
-26.1006944,27.9734722,5.04999
-26.1006944,27.97375,5.04999
-26.1006944,27.974305600000005,2.0785
-26.1006944,27.9745833,2.0785
-26.1006944,27.975138899999997,2.0785
-26.1006944,27.975694399999995,4.90751
-26.1006944,27.97625,4.90751
-26.1006944,27.9765278,4.90751
-26.1006944,27.977083299999997,4.90751
-26.1006944,27.978194399999996,4.90751
-26.1006944,27.9790278,4.77251
-26.1006944,27.979583299999998,4.77251
-26.1006944,27.980416700000003,4.77251
-26.1006944,27.9809722,3.9214
-26.1006944,27.9834722,3.9214
-26.1006944,27.9840278,3.9214
-26.1006944,27.984583299999997,3.9214
-26.1006944,27.985138899999995,3.9214
-26.1006944,27.985416700000002,3.9214
-26.1006944,27.985694399999996,3.9214
-26.1006944,27.9870833,2.99083
-26.1006944,27.987361100000005,2.99083
-26.1006944,27.987638899999997,2.99083
-26.1006944,27.987916700000003,2.99083
-26.1006944,27.98875,2.99083
-26.1006944,27.992361100000004,5.52142
-26.1006944,27.992638899999996,5.52142
-26.1006944,27.9934722,5.52142
-26.1006944,27.99375,5.52142
-26.1006944,27.9945833,5.52142
-26.1006944,27.994861100000005,5.52142
-26.1006944,27.9959722,5.52142
